county_code,county_name,constituencies_constituency_name,constituencies_wards
32,Nakuru,Mwingi Central,Rongai
32,Nakuru,Mwingi Central,Rongai
32,Nakuru,Mwingi Central,Rongai
32,Nakuru,Mwingi Central,Rongai
32,Nakuru,Mwingi Central,Subukia
32,Nakuru,Mwingi Central,Subukia
32,Nakuru,Mwingi Central,Subukia
33,Narok,Mwingi Central,Narok North
33,Narok,Mwingi Central,Narok North
33,Narok,Mwingi Central,Narok North
33,Narok,Mwingi Central,Narok North
33,Narok,Mwingi Central,Narok North
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok South
33,Narok,Mwingi Central,Narok East
33,Narok,Mwingi Central,Narok East
33,Narok,Mwingi Central,Narok East
33,Narok,Mwingi Central,Narok East
33,Narok,Mwingi Central,Narok West
33,Narok,Mwingi Central,Narok West
33,Narok,Mwingi Central,Narok West
33,Narok,Mwingi Central,Narok West
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Kilgoris
33,Narok,Mwingi Central,Emurua Dikirr
33,Narok,Mwingi Central,Emurua Dikirr
33,Narok,Mwingi Central,Emurua Dikirr
33,Narok,Mwingi Central,Emurua Dikirr
34,Kajiado,Mwingi Central,Kajiado Central
34,Kajiado,Mwingi Central,Kajiado Central
34,Kajiado,Mwingi Central,Kajiado Central
34,Kajiado,Mwingi Central,Kajiado Central
34,Kajiado,Mwingi Central,Kajiado Central
34,Kajiado,Mwingi Central,Kajiado East
34,Kajiado,Mwingi Central,Kajiado East
34,Kajiado,Mwingi Central,Kajiado East
34,Kajiado,Mwingi Central,Kajiado East
34,Kajiado,Mwingi Central,Kajiado East
34,Kajiado,Mwingi Central,Kajiado North
34,Kajiado,Mwingi Central,Kajiado North
34,Kajiado,Mwingi Central,Kajiado North
34,Kajiado,Mwingi Central,Kajiado North
34,Kajiado,Mwingi Central,Kajiado North
34,Kajiado,Mwingi Central,Kajiado West
34,Kajiado,Mwingi Central,Kajiado West
34,Kajiado,Mwingi Central,Kajiado West
34,Kajiado,Mwingi Central,Kajiado West
34,Kajiado,Mwingi Central,Kajiado West
34,Kajiado,Mwingi Central,Kajiado South
34,Kajiado,Mwingi Central,Kajiado South
34,Kajiado,Mwingi Central,Kajiado South
34,Kajiado,Mwingi Central,Kajiado South
34,Kajiado,Mwingi Central,Kajiado South
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Ainamoi
35,Kericho,Mwingi Central,Belgut
35,Kericho,Mwingi Central,Belgut
35,Kericho,Mwingi Central,Belgut
35,Kericho,Mwingi Central,Belgut
35,Kericho,Mwingi Central,Belgut
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Bureti
35,Kericho,Mwingi Central,Kipkelion East
35,Kericho,Mwingi Central,Kipkelion East
35,Kericho,Mwingi Central,Kipkelion East
35,Kericho,Mwingi Central,Kipkelion East
35,Kericho,Mwingi Central,Kipkelion West
35,Kericho,Mwingi Central,Kipkelion West
35,Kericho,Mwingi Central,Kipkelion West
35,Kericho,Mwingi Central,Kipkelion West
35,Kericho,Mwingi Central,Soin Sigowet
35,Kericho,Mwingi Central,Soin Sigowet
35,Kericho,Mwingi Central,Soin Sigowet
35,Kericho,Mwingi Central,Soin Sigowet
36,Bomet,Mwingi Central,Sotik
36,Bomet,Mwingi Central,Sotik
36,Bomet,Mwingi Central,Sotik
36,Bomet,Mwingi Central,Sotik
36,Bomet,Mwingi Central,Sotik
36,Bomet,Mwingi Central,Bomet Central
36,Bomet,Mwingi Central,Bomet Central
36,Bomet,Mwingi Central,Bomet Central
36,Bomet,Mwingi Central,Bomet Central
36,Bomet,Mwingi Central,Bomet Central
36,Bomet,Mwingi Central,Bomet East
36,Bomet,Mwingi Central,Bomet East
36,Bomet,Mwingi Central,Bomet East
36,Bomet,Mwingi Central,Bomet East
36,Bomet,Mwingi Central,Bomet East
36,Bomet,Mwingi Central,Chepalungu
36,Bomet,Mwingi Central,Chepalungu
36,Bomet,Mwingi Central,Chepalungu
36,Bomet,Mwingi Central,Chepalungu
36,Bomet,Mwingi Central,Chepalungu
36,Bomet,Mwingi Central,Konoin
36,Bomet,Mwingi Central,Konoin
36,Bomet,Mwingi Central,Konoin
36,Bomet,Mwingi Central,Konoin
36,Bomet,Mwingi Central,Konoin
37,Kakamega,Mwingi Central,Butere
37,Kakamega,Mwingi Central,Butere
37,Kakamega,Mwingi Central,Butere
37,Kakamega,Mwingi Central,Butere
37,Kakamega,Mwingi Central,Butere
37,Kakamega,Mwingi Central,Ikolomani
37,Kakamega,Mwingi Central,Ikolomani
37,Kakamega,Mwingi Central,Ikolomani
37,Kakamega,Mwingi Central,Ikolomani
37,Kakamega,Mwingi Central,Khwisero
37,Kakamega,Mwingi Central,Khwisero
37,Kakamega,Mwingi Central,Khwisero
37,Kakamega,Mwingi Central,Khwisero
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Lurambi
37,Kakamega,Mwingi Central,Likuyani
37,Kakamega,Mwingi Central,Likuyani
37,Kakamega,Mwingi Central,Likuyani
37,Kakamega,Mwingi Central,Likuyani
37,Kakamega,Mwingi Central,Likuyani
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Malava
37,Kakamega,Mwingi Central,Matungu
37,Kakamega,Mwingi Central,Matungu
37,Kakamega,Mwingi Central,Matungu
37,Kakamega,Mwingi Central,Matungu
37,Kakamega,Mwingi Central,Matungu
37,Kakamega,Mwingi Central,Mumias East
37,Kakamega,Mwingi Central,Mumias East
37,Kakamega,Mwingi Central,Mumias East
37,Kakamega,Mwingi Central,Mumias West
37,Kakamega,Mwingi Central,Mumias West
37,Kakamega,Mwingi Central,Mumias West
37,Kakamega,Mwingi Central,Mumias West
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Navakholo
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Lugari
37,Kakamega,Mwingi Central,Shinyalu
37,Kakamega,Mwingi Central,Shinyalu
37,Kakamega,Mwingi Central,Shinyalu
37,Kakamega,Mwingi Central,Shinyalu
37,Kakamega,Mwingi Central,Shinyalu
37,Kakamega,Mwingi Central,Shinyalu
38,Vihiga,Mwingi Central,Emuhaya
38,Vihiga,Mwingi Central,Emuhaya
38,Vihiga,Mwingi Central,Emuhaya
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Hamisi
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Sabatia
38,Vihiga,Mwingi Central,Vihiga
38,Vihiga,Mwingi Central,Vihiga
38,Vihiga,Mwingi Central,Vihiga
38,Vihiga,Mwingi Central,Vihiga
38,Vihiga,Mwingi Central,Luanda
38,Vihiga,Mwingi Central,Luanda
38,Vihiga,Mwingi Central,Luanda
38,Vihiga,Mwingi Central,Luanda
38,Vihiga,Mwingi Central,Luanda
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Bumula
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Kanduyi
39,Bungoma,Mwingi Central,Webuye East
39,Bungoma,Mwingi Central,Webuye East
39,Bungoma,Mwingi Central,Webuye East
39,Bungoma,Mwingi Central,Webuye West
39,Bungoma,Mwingi Central,Webuye West
39,Bungoma,Mwingi Central,Webuye West
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Mt. Elgon
39,Bungoma,Mwingi Central,Sirisia
39,Bungoma,Mwingi Central,Sirisia
39,Bungoma,Mwingi Central,Sirisia
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Tongaren
39,Bungoma,Mwingi Central,Kabuchai
39,Bungoma,Mwingi Central,Kabuchai
39,Bungoma,Mwingi Central,Kabuchai
39,Bungoma,Mwingi Central,Kabuchai
39,Bungoma,Mwingi Central,Kabuchai
39,Bungoma,Mwingi Central,Kimilili
39,Bungoma,Mwingi Central,Kimilili
39,Bungoma,Mwingi Central,Kimilili
39,Bungoma,Mwingi Central,Kimilili
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso North
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Teso South
40,Busia,Mwingi Central,Nambale
40,Busia,Mwingi Central,Nambale
40,Busia,Mwingi Central,Nambale
40,Busia,Mwingi Central,Nambale
40,Busia,Mwingi Central,Matayos
40,Busia,Mwingi Central,Matayos
40,Busia,Mwingi Central,Matayos
40,Busia,Mwingi Central,Matayos
40,Busia,Mwingi Central,Butula
40,Busia,Mwingi Central,Butula
40,Busia,Mwingi Central,Butula
40,Busia,Mwingi Central,Butula
40,Busia,Mwingi Central,Butula
40,Busia,Mwingi Central,Funyula
40,Busia,Mwingi Central,Funyula
40,Busia,Mwingi Central,Funyula
40,Busia,Mwingi Central,Funyula
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Alego Usonga
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Gem
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Bondo
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Rarieda
41,Siaya,Mwingi Central,Ugenya
41,Siaya,Mwingi Central,Ugenya
41,Siaya,Mwingi Central,Ugenya
41,Siaya,Mwingi Central,Ugenya
41,Siaya,Mwingi Central,Ugenya
41,Siaya,Mwingi Central,Ugunja
41,Siaya,Mwingi Central,Ugunja
41,Siaya,Mwingi Central,Ugunja
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu Central
42,Kisumu,Mwingi Central,Kisumu East
42,Kisumu,Mwingi Central,Kisumu East
42,Kisumu,Mwingi Central,Kisumu East
42,Kisumu,Mwingi Central,Kisumu East
42,Kisumu,Mwingi Central,Kisumu East
42,Kisumu,Mwingi Central,Kisumu West
42,Kisumu,Mwingi Central,Kisumu West
42,Kisumu,Mwingi Central,Kisumu West
42,Kisumu,Mwingi Central,Kisumu West
42,Kisumu,Mwingi Central,Kisumu West
42,Kisumu,Mwingi Central,Seme
42,Kisumu,Mwingi Central,Seme
42,Kisumu,Mwingi Central,Seme
42,Kisumu,Mwingi Central,Seme
42,Kisumu,Mwingi Central,Nyando
42,Kisumu,Mwingi Central,Nyando
42,Kisumu,Mwingi Central,Nyando
42,Kisumu,Mwingi Central,Nyando
42,Kisumu,Mwingi Central,Nyando
42,Kisumu,Mwingi Central,Muhoroni
42,Kisumu,Mwingi Central,Muhoroni
42,Kisumu,Mwingi Central,Muhoroni
42,Kisumu,Mwingi Central,Muhoroni
42,Kisumu,Mwingi Central,Nyakach
42,Kisumu,Mwingi Central,Nyakach
42,Kisumu,Mwingi Central,Nyakach
42,Kisumu,Mwingi Central,Nyakach
42,Kisumu,Mwingi Central,Nyakach
43,Homa Bay,Mwingi Central,Homa Bay Town
43,Homa Bay,Mwingi Central,Homa Bay Town
43,Homa Bay,Mwingi Central,Homa Bay Town
43,Homa Bay,Mwingi Central,Homa Bay Town
43,Homa Bay,Mwingi Central,Kabondo Kasipul
43,Homa Bay,Mwingi Central,Kabondo Kasipul
43,Homa Bay,Mwingi Central,Kabondo Kasipul
43,Homa Bay,Mwingi Central,Kabondo Kasipul
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Karachuonyo
43,Homa Bay,Mwingi Central,Kasipul
43,Homa Bay,Mwingi Central,Kasipul
43,Homa Bay,Mwingi Central,Kasipul
43,Homa Bay,Mwingi Central,Kasipul
43,Homa Bay,Mwingi Central,Kasipul
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Ndhiwa
43,Homa Bay,Mwingi Central,Rangwe
43,Homa Bay,Mwingi Central,Rangwe
43,Homa Bay,Mwingi Central,Rangwe
43,Homa Bay,Mwingi Central,Rangwe
43,Homa Bay,Mwingi Central,Suba North
43,Homa Bay,Mwingi Central,Suba North
43,Homa Bay,Mwingi Central,Suba North
43,Homa Bay,Mwingi Central,Suba North
43,Homa Bay,Mwingi Central,Suba North
43,Homa Bay,Mwingi Central,Suba South
43,Homa Bay,Mwingi Central,Suba South
43,Homa Bay,Mwingi Central,Suba South
43,Homa Bay,Mwingi Central,Suba South
44,Migori,Mwingi Central,Rongo
44,Migori,Mwingi Central,Rongo
44,Migori,Mwingi Central,Rongo
44,Migori,Mwingi Central,Rongo
44,Migori,Mwingi Central,Awendo
44,Migori,Mwingi Central,Awendo
44,Migori,Mwingi Central,Awendo
44,Migori,Mwingi Central,Awendo
44,Migori,Mwingi Central,Suna East
44,Migori,Mwingi Central,Suna East
44,Migori,Mwingi Central,Suna East
44,Migori,Mwingi Central,Suna East
44,Migori,Mwingi Central,Suna West
44,Migori,Mwingi Central,Suna West
44,Migori,Mwingi Central,Suna West
44,Migori,Mwingi Central,Suna West
44,Migori,Mwingi Central,Uriri
44,Migori,Mwingi Central,Uriri
44,Migori,Mwingi Central,Uriri
44,Migori,Mwingi Central,Uriri
44,Migori,Mwingi Central,Uriri
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Nyatike
44,Migori,Mwingi Central,Kuria East
44,Migori,Mwingi Central,Kuria East
44,Migori,Mwingi Central,Kuria East
44,Migori,Mwingi Central,Kuria East
44,Migori,Mwingi Central,Kuria East
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
44,Migori,Mwingi Central,Kuria West
45,Kisii,Mwingi Central,Kitutu Chache North
45,Kisii,Mwingi Central,Kitutu Chache North
45,Kisii,Mwingi Central,Kitutu Chache North
45,Kisii,Mwingi Central,Kitutu Chache North
45,Kisii,Mwingi Central,Kitutu Chache South
45,Kisii,Mwingi Central,Kitutu Chache South
45,Kisii,Mwingi Central,Kitutu Chache South
45,Kisii,Mwingi Central,Kitutu Chache South
45,Kisii,Mwingi Central,Kitutu Chache South
45,Kisii,Mwingi Central,Nyaribari Masaba
45,Kisii,Mwingi Central,Nyaribari Masaba
45,Kisii,Mwingi Central,Nyaribari Masaba
45,Kisii,Mwingi Central,Nyaribari Masaba
45,Kisii,Mwingi Central,Nyaribari Masaba
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Nyaribari Chache
45,Kisii,Mwingi Central,Bomachoge Borabu
45,Kisii,Mwingi Central,Bomachoge Borabu
45,Kisii,Mwingi Central,Bomachoge Borabu
45,Kisii,Mwingi Central,Bomachoge Borabu
45,Kisii,Mwingi Central,Bomachoge Chache
45,Kisii,Mwingi Central,Bomachoge Chache
45,Kisii,Mwingi Central,Bomachoge Chache
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,Bobasi
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,South Mugirango
45,Kisii,Mwingi Central,Bonchari
45,Kisii,Mwingi Central,Bonchari
45,Kisii,Mwingi Central,Bonchari
45,Kisii,Mwingi Central,Bonchari
46,Nyamira,Mwingi Central,Borabu
46,Nyamira,Mwingi Central,Borabu
46,Nyamira,Mwingi Central,Borabu
46,Nyamira,Mwingi Central,Borabu
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,Kitutu Masaba
46,Nyamira,Mwingi Central,West Mugirango
46,Nyamira,Mwingi Central,West Mugirango
46,Nyamira,Mwingi Central,West Mugirango
46,Nyamira,Mwingi Central,West Mugirango
46,Nyamira,Mwingi Central,West Mugirango
46,Nyamira,Mwingi Central,North Mugirango
46,Nyamira,Mwingi Central,North Mugirango
46,Nyamira,Mwingi Central,North Mugirango
46,Nyamira,Mwingi Central,North Mugirango
46,Nyamira,Mwingi Central,North Mugirango
47,Nairobi,Mwingi Central,Westlands
47,Nairobi,Mwingi Central,Westlands
47,Nairobi,Mwingi Central,Westlands
47,Nairobi,Mwingi Central,Westlands
47,Nairobi,Mwingi Central,Westlands
47,Nairobi,Mwingi Central,Dagoretti North
47,Nairobi,Mwingi Central,Dagoretti North
47,Nairobi,Mwingi Central,Dagoretti North
47,Nairobi,Mwingi Central,Dagoretti North
47,Nairobi,Mwingi Central,Dagoretti North
47,Nairobi,Mwingi Central,Dagoretti South
47,Nairobi,Mwingi Central,Dagoretti South
47,Nairobi,Mwingi Central,Dagoretti South
47,Nairobi,Mwingi Central,Dagoretti South
47,Nairobi,Mwingi Central,Dagoretti South
47,Nairobi,Mwingi Central,Lang''ata
47,Nairobi,Mwingi Central,Lang''ata
47,Nairobi,Mwingi Central,Lang''ata
47,Nairobi,Mwingi Central,Lang''ata
47,Nairobi,Mwingi Central,Lang''ata
47,Nairobi,Mwingi Central,Kibra
47,Nairobi,Mwingi Central,Kibra
47,Nairobi,Mwingi Central,Kibra
47,Nairobi,Mwingi Central,Kibra
47,Nairobi,Mwingi Central,Kibra
47,Nairobi,Mwingi Central,Roysambu
47,Nairobi,Mwingi Central,Roysambu
47,Nairobi,Mwingi Central,Roysambu
47,Nairobi,Mwingi Central,Roysambu
47,Nairobi,Mwingi Central,Roysambu
47,Nairobi,Mwingi Central,Kasarani
47,Nairobi,Mwingi Central,Kasarani
47,Nairobi,Mwingi Central,Kasarani
47,Nairobi,Mwingi Central,Kasarani
47,Nairobi,Mwingi Central,Kasarani
47,Nairobi,Mwingi Central,Ruaraka
47,Nairobi,Mwingi Central,Ruaraka
47,Nairobi,Mwingi Central,Ruaraka
47,Nairobi,Mwingi Central,Ruaraka
47,Nairobi,Mwingi Central,Ruaraka
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
47,Nairobi,Mwingi Central,Embakasi South
